Supplier,Email,Full Name,Billing Address,Phone,Deleted,Tax Id,Balance,Last Modified By,Supplier Display Name,Created Date,Last Modified Date
SAFEZONE AUTO PARTS LTD,,SAFEZONE AUTO PARTS LTD,,,False,,,Mary Wangeci,SAFEZONE AUTO PARTS LTD,2025-08-07T09:10:47,2025-08-07T09:10:47
Sahlan Three Limited P051925736R,,Sahlan Three Limited P051925736R,,,False,,,Samuel Muchemi,Sahlan Three Limited P051925736R,2022-09-28T18:18:04,2022-09-28T18:18:04
SAHLAN THREE LTD P051925736R,,SAHLAN THREE LTD P051925736R,,,False,,,Samuel Muchemi,SAHLAN THREE LTD P051925736R,2022-09-28T18:18:04,2022-09-28T18:18:04
Sai Raj,,Sai  Raj,,,False,,,Samuel Muchemi,Sai Raj,2022-09-28T18:18:04,2022-09-28T18:18:04
Salaries,,Salaries,,,False,,,Samuel Muchemi,Salaries,2022-09-28T18:18:04,2022-12-09T09:31:13
Salma General P051744479U,,Salma General P051744479U,,,False,,,Samuel Muchemi,Salma General P051744479U,2022-09-28T18:18:04,2022-09-28T18:18:04
Sambete Enterprises Ltd,,Sambete Enterprises Ltd,,,False,,,Samuel Muchemi,Sambete Enterprises Ltd,2022-09-28T18:18:04,2022-09-28T18:18:04
SAMCO HARDWARE LTD,,SAMCO HARDWARE LTD,,,False,,,Mary Wangeci,SAMCO HARDWARE LTD,2025-06-05T11:24:37,2025-06-05T11:24:37
Samia Supplies Ltd P051146341T,,Samia Supplies Ltd P051146341T,,,False,,,Samuel Muchemi,Samia Supplies Ltd P051146341T,2022-09-28T18:18:05,2022-09-28T18:18:05
SAM & RAY ENTERPRISE,,SAM & RAY ENTERPRISE,,,False,,,Mary Wangeci,SAM & RAY ENTERPRISE,2025-08-06T15:08:29,2025-08-06T15:08:29
SAM SMALL AUTO HARDWARE LTD,,SAM SMALL AUTO HARDWARE LTD,,,False,,,Mary Wangeci,SAM SMALL AUTO HARDWARE LTD,2025-07-01T09:44:15,2025-07-01T09:44:15
SAMSONET ENTERPRISES,,SAMSONET ENTERPRISES,,,False,,,Mary Wangeci,SAMSONET ENTERPRISES,2023-05-09T10:02:10,2023-05-09T10:02:10
SAMUEL GATHUA,,,,,False,,,Mary Wangeci,SAMUEL GATHUA,2023-08-04T14:41:57,2023-08-04T14:41:57
Samwel  Njuguna,,Samwel  Njuguna,,,False,,,Samuel Muchemi,Samwel  Njuguna,2022-09-28T18:18:05,2022-09-28T18:18:05
SANFORD & DAUGHTERS,,SANFORD & DAUGHTERS,,,False,,,Mary Wangeci,SANFORD & DAUGHTERS,2025-03-10T10:24:34,2025-03-10T10:24:34
Sanvis auto clinic & accessories,,,,,False,,,Mary Wangeci,Sanvis auto clinic & accessories,2023-07-14T09:04:07,2023-07-14T09:04:07
Sasa Host P051335172E,,Sasa Host P051335172E,,,False,,,Samuel Muchemi,Sasa Host P051335172E,2022-09-28T18:18:05,2022-09-28T18:18:05
SASEDA ENTERPRISES,,SASEDA  ENTERPRISES,,,False,,,Mary Wangeci,SASEDA ENTERPRISES,2025-09-05T12:21:11,2025-09-05T12:21:11
SASINI,,,,,False,,,Mary Wangeci,SASINI,2024-12-10T15:22:31,2024-12-10T15:22:31
SAWILTECH INDUSTRIAL APPLIANCES,,SAWILTECH INDUSTRIAL APPLIANCES,,,False,,,Samuel Muchemi,SAWILTECH INDUSTRIAL APPLIANCES,2022-09-28T18:18:05,2022-09-28T18:18:05
Scanda Auto Garage,,Scanda Auto Garage,,,False,,,Samuel Muchemi,Scanda Auto Garage,2022-09-28T18:18:05,2022-09-28T18:18:05
Scentry Biologicals Inc,,Scentry Biologicals Inc,,(406) 245-3016,False,,,Samuel Muchemi,Scentry Biologicals Inc,2022-09-28T18:18:05,2022-09-28T18:18:05
Scharnhost Investment Ltd P051586178X,,Scharnhost Investment Ltd P051586178X,,,False,,,Samuel Muchemi,Scharnhost Investment Ltd P051586178X,2022-09-28T18:18:05,2022-09-28T18:18:05
SCIENCE LAB LTD,,SCIENCE LAB LTD,,,False,,,Samuel Muchemi,SCIENCE LAB LTD,2022-09-28T18:18:05,2022-09-28T18:18:05
Scott Trading Windshield P051910283I,,Scott Trading Windshield P051910283I,,,False,,,Samuel Muchemi,Scott Trading Windshield P051910283I,2022-09-28T18:18:05,2022-09-28T18:18:05
SECURITY SYSTEMS,,SECURITY SYSTEMS,,,False,,,Mary Wangeci,SECURITY SYSTEMS,2023-01-31T15:09:34,2023-01-31T15:09:34
SELECT HARDWARE LTD P051807725Z,,,,,False,,,Mary Wangeci,SELECT HARDWARE LTD P051807725Z,2023-09-07T16:32:11,2023-09-07T16:32:11
September Art Communication,,September Art Communication,,0753924944/072429011,False,,,Samuel Muchemi,September Art Communication,2022-09-28T18:18:05,2022-09-28T18:18:05
Servco petroleum P051361566A,,Servco petroleum P051361566A,,,False,,,Samuel Muchemi,Servco petroleum P051361566A,2022-09-28T18:18:05,2022-09-28T18:18:05
SHA,,SHA,,,False,,,Mary Wangeci,SHA,2025-03-07T09:35:56,2025-03-07T09:35:56
shamas motors ltd,,shamas motors ltd,,,False,,,Samuel Muchemi,shamas motors ltd,2022-09-28T18:18:05,2022-09-28T18:18:05
SHAMMAS MOTOR PARTS,,SHAMMAS MOTOR PARTS,,,False,,,Samuel Muchemi,SHAMMAS MOTOR PARTS,2022-09-28T18:18:05,2022-09-28T18:18:05
SHELL APTC SERVICE STATION LTD P051588124L,,,,,False,,,Mary Wangeci,SHELL APTC SERVICE STATION LTD P051588124L,2023-09-04T15:06:42,2023-09-04T15:06:42
SHELL APTC SEVICE STATION P051588124L,,SHELL APTC SEVICE STATION P051588124L,,,False,,,Mary Wangeci,SHELL APTC SEVICE STATION P051588124L,2022-12-02T10:18:22,2022-12-02T10:18:22
SHELL AUTO SOLUTION P051437190M,,,,,False,,,Mary Wangeci,SHELL AUTO SOLUTION P051437190M,2024-09-02T12:18:45,2024-09-02T12:18:45
SHELL BUSIA ROAD,,SHELL BUSIA ROAD,,,False,,,Samuel Muchemi,SHELL BUSIA ROAD,2022-09-28T18:18:05,2022-09-28T18:18:05
SHELL CLAY CITY P051809768F,,SHELL CLAY CITY P051809768F,,,False,,,Mary Wangeci,SHELL CLAY CITY P051809768F,2023-03-03T10:04:59,2023-03-03T10:04:59
SHELL DIGITAL CITY P051159718C,,SHELL DIGITAL CITY P051159718C,,,False,,,Mary Wangeci,SHELL DIGITAL CITY P051159718C,2023-02-13T15:11:22,2023-02-13T15:11:22
SHELL EMBAKASI P051966954D,,SHELL EMBAKASI P051966954D,,,False,,,Mary Wangeci,SHELL EMBAKASI P051966954D,2023-01-31T14:42:36,2023-01-31T14:42:36
SHELL FANAKA,,SHELL  FANAKA,,,False,,,Samuel Muchemi,SHELL FANAKA,2022-09-28T18:18:05,2022-09-28T18:18:05
SHELL FANAKA P051302336P,,,,,False,,,Mary Wangeci,SHELL FANAKA P051302336P,2024-11-06T09:28:47,2024-11-06T09:28:47
Shell Fedha P051188746K,,Shell Fedha P051188746K,,,False,,,Samuel Muchemi,Shell Fedha P051188746K,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL HIGHPOINT P051717450N,,,,,False,,,Mary Wangeci,SHELL HIGHPOINT P051717450N,2024-06-03T15:15:20,2024-06-03T15:15:20
Shell JubileeP051186400P,,Shell  JubileeP051186400P,,,False,,,Samuel Muchemi,Shell JubileeP051186400P,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL JUJA P051717450N,,SHELL JUJA P051717450N,,,False,,,Samuel Muchemi,SHELL JUJA P051717450N,2022-09-28T18:18:06,2022-09-28T18:18:06
Shell Kagundo Road,,Shell Kagundo Road,,,False,,,Samuel Muchemi,Shell Kagundo Road,2022-09-28T18:18:06,2022-09-28T18:18:06
Shell Kagundo Road P051302336P,,Shell Kagundo Road P051302336P,,,False,,,Mary Wangeci,Shell Kagundo Road P051302336P,2023-03-29T16:00:00,2023-03-29T16:00:00
SHELL KAHAWA AVENUE P051966954D,,SHELL KAHAWA AVENUE P051966954D,,,False,,,Mary Wangeci,SHELL KAHAWA AVENUE P051966954D,2023-03-29T15:49:56,2023-03-29T15:49:56
Shell kamakis,,,,,False,,,Mary Wangeci,Shell kamakis,2025-02-05T10:04:04,2025-02-05T10:04:04
SHELL KARIOKOR P051463209V,,SHELL KARIOKOR P051463209V,,,False,,,Mary Wangeci,SHELL KARIOKOR P051463209V,2023-03-29T15:53:14,2023-03-29T15:53:14
SHELL KASARANI,,SHELL  KASARANI,,,False,,,Samuel Muchemi,SHELL KASARANI,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL KAYOLE,,SHELL  KAYOLE,,,False,,,Samuel Muchemi,SHELL KAYOLE,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL KINAMBA P052138442Z,,,,,False,,,Mary Wangeci,SHELL KINAMBA P052138442Z,2023-10-31T08:29:10,2023-10-31T08:29:10
SHELL KITHIMANI P051698808V,,,,,False,,,Mary Wangeci,SHELL KITHIMANI P051698808V,2023-08-07T13:06:51,2023-08-07T13:06:51
SHELL KITUI,,SHELL  KITUI,,,False,,,Samuel Muchemi,SHELL KITUI,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL LIKONI P051437190M,,,,,False,,,Mary Wangeci,SHELL LIKONI P051437190M,2023-08-14T12:21:12,2023-08-14T12:21:12
SHELL LIMURU ROAD,,SHELL LIMURU ROAD,,,False,,,Samuel Muchemi,SHELL LIMURU ROAD,2022-09-28T18:18:06,2022-09-28T18:18:06
Shell Machakos Service Station,,Shell Machakos Service Station,,,False,,,Samuel Muchemi,Shell Machakos Service Station,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL MAI MAHIU,,SHELL MAI MAHIU,,,False,,,Samuel Muchemi,SHELL MAI MAHIU,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL MAKUYU P051993433M,,,,,False,,,Mary Wangeci,SHELL MAKUYU P051993433M,2023-09-28T13:15:35,2023-09-28T13:15:35
SHELL MATUU P051993433M,,SHELL MATUU P051993433M,,,False,,,Mary Wangeci,SHELL MATUU P051993433M,2023-02-13T14:30:40,2023-02-13T14:30:40
SHELL MBOTELA,,SHELL  MBOTELA,,,False,,,Samuel Muchemi,SHELL MBOTELA,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL MBOTELA P051723797W,,,,,False,,,Mary Wangeci,SHELL MBOTELA P051723797W,2023-10-31T08:18:07,2023-10-31T08:18:07
SHELL MIGORI,,SHELL  MIGORI,,,False,,,Samuel Muchemi,SHELL MIGORI,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL MUMIAS ROAD,,SHELL MUMIAS ROAD,,,False,,,Samuel Muchemi,SHELL MUMIAS ROAD,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL MUTITUNI P051561480D,,SHELL  MUTITUNI,,,False,,,Mary Wangeci,SHELL MUTITUNI P051561480D,2025-12-23T14:35:57,2025-12-23T14:35:57
SHELL NAIVASHA P051154804Z,,SHELL  NAIVASHA,,,False,,,Mary Wangeci,SHELL NAIVASHA P051154804Z,2022-09-28T18:18:06,2023-07-03T14:41:02
shell nakuru  P051154804Z,,shell nakuru  P051154804Z,,,False,,,Mary Wangeci,shell nakuru  P051154804Z,2022-12-02T09:54:08,2022-12-02T09:54:08
Shell North View,,Shell North View,,,False,,,Samuel Muchemi,Shell North View,2022-09-28T18:18:06,2022-09-28T18:18:06
Shell North View P051910394M,,Shell North View P051910394M,,,False,,,Mary Wangeci,Shell North View P051910394M,2023-02-17T11:43:58,2023-02-17T11:43:58
shell oslo service station A005892151Z,,shell oslo service station A005892151Z,,,False,,,Samuel Muchemi,shell oslo service station A005892151Z,2022-09-28T18:18:06,2022-09-28T18:18:06
SHELL RIRONI SERVICE STATION P051816666X,,SHELL RIRONI SERVICE STATION P051816666X,,,False,,,Mary Wangeci,SHELL RIRONI SERVICE STATION P051816666X,2023-06-06T15:12:29,2023-06-06T15:12:29
SHELL ROYSAMBU P051715669W,,SHELL ROYSAMBU P051715669W,,,False,,,Mary Wangeci,SHELL ROYSAMBU P051715669W,2023-02-13T15:18:53,2023-02-13T15:18:53
SHELL RUAI A002099927A,,SHELL RUAI A002099927A,,,False,,,Mary Wangeci,SHELL RUAI A002099927A,2022-12-19T16:27:56,2022-12-19T16:27:56
shell sagana P051145957H,,,,,False,,,Mary Wangeci,shell sagana P051145957H,2025-02-05T12:25:31,2025-02-05T12:25:31
shell saika,,shell  saika,,,False,,,Samuel Muchemi,shell saika,2022-09-28T18:18:07,2022-09-28T18:18:07
Shell Service Station Awendo,,Shell Service Station Awendo,,,False,,,Samuel Muchemi,Shell Service Station Awendo,2022-09-28T18:18:07,2022-09-28T18:18:07
Shell Service Station Migori P051537316D,,Shell Service Station Migori P051537316D,,,False,,,Samuel Muchemi,Shell Service Station Migori P051537316D,2022-09-28T18:18:07,2022-09-28T18:18:07
SHELL SPURMALL  P051970003U,,SHELL SPURMALL  P051970003U,,,False,,,Mary Wangeci,SHELL SPURMALL  P051970003U,2023-01-31T14:44:02,2023-01-31T14:44:02
SHELL STATION KAGUNDO ROAD P051925736R,,,,,False,,,Mary Wangeci,SHELL STATION KAGUNDO ROAD P051925736R,2023-08-22T15:33:20,2023-08-22T15:33:20
SHELL SUKARI SERVICE STATION P051966954D,,SHELL SUKARI SERVICE STATION P051966954D,,,False,,,Mary Wangeci,SHELL SUKARI SERVICE STATION P051966954D,2023-04-28T11:57:36,2023-04-28T11:57:36
SHELL SUNTON,,SHELL  SUNTON,,,False,,,Samuel Muchemi,SHELL SUNTON,2022-09-28T18:18:07,2022-09-28T18:18:07
SHELL SUNTON P051361566A,,SHELL SUNTON P051361566A,,,False,,,Mary Wangeci,SHELL SUNTON P051361566A,2023-02-13T14:36:27,2023-02-13T14:36:27
SHELL TECO,,SHELL  TECO,,,False,,,Samuel Muchemi,SHELL TECO,2022-09-28T18:18:07,2022-09-28T18:18:07
SHELL TECO SERVICE STATION P0514646896E,,,,,False,,,Mary Wangeci,SHELL TECO SERVICE STATION P0514646896E,2024-07-01T12:08:35,2024-07-01T12:08:35
Shell Thika Commercial Service Station,,Shell Thika Commercial Service Station,,,False,,,Samuel Muchemi,Shell Thika Commercial Service Station,2022-09-28T18:18:07,2022-09-28T18:18:07
SHELL THIKA GREENS P051847925U,,SHELL THIKA GREENS P051847925U,,,False,,,Mary Wangeci,SHELL THIKA GREENS P051847925U,2023-02-13T15:09:21,2023-02-13T15:09:21
SHELL THIKA P051229419C,,SHELL THIKA P051229419C,,,False,,,Mary Wangeci,SHELL THIKA P051229419C,2023-03-29T16:01:06,2023-03-29T16:01:06
shell  Thome Service Station P051463209V,,shell  Thome Service Station P051463209V,,,False,,,Mary Wangeci,shell  Thome Service Station P051463209V,2022-11-03T12:34:31,2022-11-03T12:34:31
SHELL UMOJA,,SHELL  UMOJA,,,False,,,Samuel Muchemi,SHELL UMOJA,2022-09-28T18:18:07,2022-09-28T18:18:07
SHELL UMOJA P051925736R,,SHELL UMOJA P051925736R,,,False,,,Mary Wangeci,SHELL UMOJA P051925736R,2022-12-20T11:28:31,2022-12-20T11:28:31
Shell Windsor,,Shell  Windsor,,,False,,,Samuel Muchemi,Shell Windsor,2022-09-28T18:18:07,2022-09-28T18:18:07
SHELL WINDSOR P051613883Z,,SHELL WINDSOR P051613883Z,,,False,,,Mary Wangeci,SHELL WINDSOR P051613883Z,2023-05-31T10:29:05,2023-05-31T10:29:05
SHEREHE RESTAURANT,,,,,False,,,Mary Wangeci,SHEREHE RESTAURANT,2024-01-12T09:17:19,2024-01-12T09:17:19
shijiazhuang,,shijiazhuang,,,False,,,Samuel Muchemi,shijiazhuang,2022-09-28T18:18:07,2022-09-28T18:18:07
Shiram Electricals,,Shiram  Electricals,,,False,,,Samuel Muchemi,Shiram Electricals,2022-09-28T18:18:07,2022-09-28T18:18:07
Shreeji service station,,Shreeji service station,,,False,,,Samuel Muchemi,Shreeji service station,2022-09-28T18:18:07,2022-09-28T18:18:07
SIGMA INTERNATIONAL MEDIA,,,,,False,,,Mary Wangeci,SIGMA INTERNATIONAL MEDIA,2024-05-31T10:20:22,2024-05-31T10:20:22
Sigona Service Station,,Sigona Service Station,,,False,,,Samuel Muchemi,Sigona Service Station,2022-09-28T18:18:07,2022-09-28T18:18:07
SILAS LUKORITO,,,,,False,,,Mary Wangeci,SILAS LUKORITO,2023-10-03T10:50:04,2023-10-03T10:50:04
SILVER RANO MOTORS P051173144P,,SILVER RANO MOTORS P051173144P,,,False,,,Mary Wangeci,SILVER RANO MOTORS P051173144P,2023-01-31T14:49:23,2023-01-31T14:49:23
S.K.METAL WORKSHOP,,S.K.METAL WORKSHOP,,,False,,,Mary Wangeci,S.K.METAL WORKSHOP,2023-02-13T15:20:45,2023-02-13T15:20:45
SMART FILL INNOVATIONS,,,,,False,,,Mary Wangeci,SMART FILL INNOVATIONS,2023-10-31T10:19:20,2023-10-31T10:19:20
SMART GLASS & GENERAL HARDWARE,,,,,False,,,Mary Wangeci,SMART GLASS & GENERAL HARDWARE,2025-02-05T12:31:11,2025-02-05T12:31:11
SMARTLINK SUPPLIES LTD P051545948R,,SMARTLINK SUPPLIES LTD P051545948R,,,False,,,Mary Wangeci,SMARTLINK SUPPLIES LTD P051545948R,2023-06-12T15:21:45,2023-06-12T15:21:45
smart Point Auto spares,,smart Point Auto spares,,,False,,,Samuel Muchemi,smart Point Auto spares,2022-09-28T18:18:07,2022-09-28T18:18:07
Smart Press Media,smartpressmedia.ke@gmail.com,,"Nature house, Tom Mboya street",,False,,,Sheila Maina,Smart Press Media,2024-04-23T09:13:56,2024-04-23T09:13:56
SOLAI AUTO FIT & CAR PAINT,,,,,False,,,Mary Wangeci,SOLAI AUTO FIT & CAR PAINT,2023-08-02T11:07:58,2023-08-02T11:07:58
Sortech Enterprises,,Sortech  Enterprises,,,False,,,Samuel Muchemi,Sortech Enterprises,2022-09-28T18:18:07,2022-09-28T18:18:07
SOUTHERN CHOMA JOINT BUTCHERY,,,,,False,,,Mary Wangeci,SOUTHERN CHOMA JOINT BUTCHERY,2023-09-07T10:38:01,2023-09-07T10:38:01
SPALIM COMPANY LIMITED P051842426E,,,,,False,,,Mary Wangeci,SPALIM COMPANY LIMITED P051842426E,2024-07-30T12:03:25,2024-07-30T12:03:25
SPARKS MOTOR SPARES,,SPARKS MOTOR SPARES,,,False,,,Mary Wangeci,SPARKS MOTOR SPARES,2023-05-24T11:39:32,2023-05-24T11:39:32
SPECIALISED TECHNOLOGIES P051239256L,,SPECIALISED  TECHNOLOGIES,,,False,,,Mary Wangeci,SPECIALISED TECHNOLOGIES P051239256L,2022-09-28T18:18:07,2023-07-03T13:10:17
SPEEDLINE,,SPEEDLINE,,,False,,,Samuel Muchemi,SPEEDLINE,2022-09-28T18:18:08,2022-09-28T18:18:08
SPIKES AUTOSPARES,,SPIKES  AUTOSPARES,,,False,,,Samuel Muchemi,SPIKES AUTOSPARES,2022-09-28T18:18:08,2022-09-28T18:18:08
SPORT MOTORS AUTOSPARES,,,,,False,,,Mary Wangeci,SPORT MOTORS AUTOSPARES,2024-09-03T10:20:22,2024-09-03T10:20:22
SPORTS MOTOR AUTOSPARES,,SPORTS MOTOR AUTOSPARES,,,False,,,Mary Wangeci,SPORTS MOTOR AUTOSPARES,2023-05-09T10:25:41,2023-05-09T10:25:41
sSTEPHEN GANGLA,,sSTEPHEN  GANGLA,,,False,,,Samuel Muchemi,sSTEPHEN GANGLA,2022-09-28T18:18:08,2022-09-28T18:18:08
Stamet Products (K) Ltd P051143804L,,Stamet Products (K) Ltd P051143804L,,0733607899,False,,13124.0,Samuel Muchemi,Stamet Products (K) Ltd P051143804L,2022-09-28T18:18:08,2023-04-04T09:01:48
Standard Electrical Sales & Services,,Standard Electrical Sales & Services,,,False,,,Mary Wangeci,Standard Electrical Sales & Services,2023-01-31T15:24:14,2023-01-31T15:24:14
Standard Hardware & tools,,Standard Hardware & tools,,,False,,,Samuel Muchemi,Standard Hardware & tools,2022-09-28T18:18:08,2022-09-28T18:18:08
Star Dave Energy Ltd P051725242C,,Star Dave Energy Ltd P051725242C,,,False,,,Samuel Muchemi,Star Dave Energy Ltd P051725242C,2022-09-28T18:18:08,2022-09-28T18:18:08
STAR FUEL POINT,,,,,False,,,Mary Wangeci,STAR FUEL POINT,2024-04-03T15:28:16,2024-04-03T15:28:16
Statcpack Industries Ltd P000601853N,,Statcpack Industries Ltd P000601853N,,,False,,,Samuel Muchemi,Statcpack Industries Ltd P000601853N,2022-09-28T18:18:08,2022-09-28T18:18:08
statpack industries,,statpack  industries,,,False,,-65238.0,Sheila Maina,statpack industries,2022-10-03T11:46:09,2024-01-11T10:20:15
statpack industries P000601853N,,,,,False,,,Mary Wangeci,statpack industries P000601853N,2024-02-06T11:00:01,2024-02-06T11:00:01
ST CUTHBERT ACCESSORIZE,,,,,False,,,Mary Wangeci,ST CUTHBERT ACCESSORIZE,2023-11-01T14:43:27,2023-11-01T14:43:27
STEPHA ENTERPRISE LTD P051745906L,,STEPHA ENTERPRISE LTD P051745906L,,,False,,,Mary Wangeci,STEPHA ENTERPRISE LTD P051745906L,2025-06-05T11:16:11,2025-06-05T11:16:11
STEPHEN-BEAUTYLINE,,,,,False,,,Mary Wangeci,STEPHEN-BEAUTYLINE,2024-07-02T09:19:40,2024-07-02T09:19:40
STEPHEN GANGLA,,STEPHEN  GANGLA,,,False,,,Samuel Muchemi,STEPHEN GANGLA,2022-09-28T18:18:08,2022-09-28T18:18:08
STEPHEN MAANZONI,,,,,False,,,Mary Wangeci,STEPHEN MAANZONI,2023-09-29T14:58:20,2023-09-29T14:58:20
STEP IN NJIRU TIMBER & HARDWARE,,STEP IN NJIRU TIMBER & HARDWARE,,,False,,,Mary Wangeci,STEP IN NJIRU TIMBER & HARDWARE,2023-05-11T12:41:03,2023-05-11T12:41:03
STEVE AUTO PARTS,,STEVE AUTO PARTS,,,False,,,Mary Wangeci,STEVE AUTO PARTS,2025-09-05T10:25:42,2025-09-05T10:25:42
STEVE.O,,STEVE.O,,,False,,,Mary Wangeci,STEVE.O,2023-02-07T15:34:59,2023-02-07T15:34:59
STIMA SACCO,,STIMA SACCO,,,False,,,Mary Wangeci,STIMA SACCO,2023-04-04T11:07:29,2023-04-04T11:07:29
STRAIGHTWAY INSURANCE AGENCY,,STRAIGHTWAY INSURANCE AGENCY,,,False,,,Mary Wangeci,STRAIGHTWAY INSURANCE AGENCY,2025-09-05T10:00:28,2025-09-05T10:00:28
STRAIGTWAY INSURANCE AGENCY LIMITED,,,,,False,,,Mary Wangeci,STRAIGTWAY INSURANCE AGENCY LIMITED,2024-09-03T10:22:53,2024-09-03T10:22:53
Success Energy,,Success  Energy,,,False,,,Samuel Muchemi,Success Energy,2022-09-28T18:18:08,2022-09-28T18:18:08
SUCCESS ENERGY LTD P051723797W,,,,,False,,,Mary Wangeci,SUCCESS ENERGY LTD P051723797W,2024-07-30T11:40:33,2024-07-30T11:40:33
Sunmed Pharmacy,,Sunmed  Pharmacy,,,False,,,Samuel Muchemi,Sunmed Pharmacy,2022-09-28T18:18:08,2022-09-28T18:18:08
Sunny Godown,,Sunny  Godown,,,False,,,Samuel Muchemi,Sunny Godown,2022-09-28T18:18:08,2022-09-28T18:18:08
Sunny Plastics,,Sunny  Plastics,,,False,,,Samuel Muchemi,Sunny Plastics,2022-09-28T18:18:08,2022-09-28T18:18:08
SUNSHADE PACKAGING LTD,,SUNSHADE PACKAGING LTD,,,False,,,Mary Wangeci,SUNSHADE PACKAGING LTD,2023-05-03T09:37:24,2023-05-03T09:37:24
SUPERIOR LIGHTS,,SUPERIOR  LIGHTS,,,False,,,Mary Wangeci,SUPERIOR LIGHTS,2025-07-01T09:31:43,2025-07-01T09:31:43
SUPREME AUTO SPARES,,SUPREME AUTO SPARES,,,False,,,Samuel Muchemi,SUPREME AUTO SPARES,2022-09-28T18:18:08,2022-09-28T18:18:08
Supreme Motorbike Dealers,,Supreme Motorbike Dealers,,,False,,,Samuel Muchemi,Supreme Motorbike Dealers,2022-09-28T18:18:08,2022-09-28T18:18:08
Surma Auto,,Surma  Auto,,,False,,,Samuel Muchemi,Surma Auto,2022-09-28T18:18:08,2022-09-28T18:18:08
Surma Auto Spares,,Surma Auto Spares,,,False,,,Samuel Muchemi,Surma Auto Spares,2022-09-28T18:18:08,2022-09-28T18:18:08
SWFT CURRENT ENT.,,SWFT CURRENT ENT.,,,False,,,Samuel Muchemi,SWFT CURRENT ENT.,2022-09-28T18:18:09,2022-09-28T18:18:09
Swift Electricals,,Swift Electricals,,,False,,,Mary Wangeci,Swift Electricals,2023-01-31T15:28:27,2023-01-31T15:28:27
TALAI FILLING STATION,,TALAI FILLING STATION,,,False,,,Mary Wangeci,TALAI FILLING STATION,2023-05-16T11:17:59,2023-05-16T11:17:59
Tala Service Station P051303998N,,,,,False,,,Mary Wangeci,Tala Service Station P051303998N,2024-01-12T08:27:00,2024-01-12T08:27:00
TASS ENTERPRISES LTD P051186400P,,,,,False,,,Mary Wangeci,TASS ENTERPRISES LTD P051186400P,2024-07-30T12:05:28,2024-07-30T12:05:28
TAVINS ENTERTAINMENT,,TAVINS ENTERTAINMENT,,,False,,,Mary Wangeci,TAVINS ENTERTAINMENT,2022-12-02T10:22:23,2022-12-02T10:22:23
Tax Agency (Sales Taxes),,Tax Agency (Sales Taxes),,,False,,,Samuel Muchemi,Tax Agency (Sales Taxes),2022-09-28T18:18:09,2022-09-28T18:18:09
TAXI AND CAB SERVICES,,TAXI AND CAB SERVICES,,,False,,,Samuel Muchemi,TAXI AND CAB SERVICES,2022-09-28T18:18:09,2022-09-28T18:18:09
TECHPITCH,,,,,False,,,Mary Wangeci,TECHPITCH,2024-07-04T11:02:07,2024-07-04T11:02:07
Techplus Media House,,Techplus Media House,,,False,,,Mary Wangeci,Techplus Media House,2025-06-30T10:22:43,2025-06-30T10:22:43
TEEMAL AUTO LTD KASARANI P051987021N,,,,,False,,,Mary Wangeci,TEEMAL AUTO LTD KASARANI P051987021N,2023-08-31T14:26:02,2023-08-31T14:26:02
Temple Road Service Station A009196449B,,Temple Road Service Station A009196449B,,,False,,,Samuel Muchemi,Temple Road Service Station A009196449B,2022-09-28T18:18:09,2022-09-28T18:18:09
TESLEKA MOTOCYCLES SPARES,,TESLEKA MOTOCYCLES SPARES,,,False,,,Mary Wangeci,TESLEKA MOTOCYCLES SPARES,2023-03-29T11:32:11,2023-03-29T11:32:11
TESSARA CAR WASH,,TESSARA CAR WASH,,,False,,,Mary Wangeci,TESSARA CAR WASH,2025-07-01T15:36:39,2025-07-01T15:36:39
TESTAPRIN GENERAL SUPPLIES,,TESTAPRIN GENERAL SUPPLIES,,,False,,,Samuel Muchemi,TESTAPRIN GENERAL SUPPLIES,2022-09-28T18:18:09,2025-06-19T10:10:57
Testarprin General Supplies,,,,,False,,,Sheila Maina,Testarprin General Supplies,2023-09-19T16:18:43,2023-09-19T16:18:43
THAURA AUTO SERVICE,,,,,False,,,Mary Wangeci,THAURA AUTO SERVICE,2024-03-08T10:54:23,2024-03-08T10:54:23
THE ANIMAL CLINIC OF NIROBI,,THE ANIMAL CLINIC OF NIROBI,,,False,,,Mary Wangeci,THE ANIMAL CLINIC OF NIROBI,2023-01-31T15:06:24,2023-01-31T15:06:24
THE BIG THIRST STORES,,THE BIG THIRST STORES,,,False,,,Mary Wangeci,THE BIG THIRST STORES,2025-07-01T09:38:24,2025-07-01T09:38:24
The Exciting A001716091C,,,,,False,,,Mary Wangeci,The Exciting A001716091C,2023-07-14T09:01:00,2023-07-14T09:01:00
